kp,sentence_text,match_score,comment_id,sentence_id,sents_in_comment,span_start,span_end,num_tokens,argument_quality
none,8-2) of the Convention.,0.0,1123,2,3,199,222,5,0.3707908093929291
none,8-2)) the Commission first recalls that the.,0.0,1322,2,6,87,131,8,0.2725919485092163
none,"8.12.92, D.R.",0.0,1471,3,5,52,65,5,0.2930334210395813
none,"84, p. 20, para.",0.0,204,1,3,88,104,4,0.31624937057495117
none,9 and 13 above),0.0,1115,1,2,172,187,4,0.35641369223594666
none,"9013/80, Dec.
11.12.82, D.R.",0.0,1213,7,9,104,133,8,0.33727434277534485
none,"9013/80, Dec. 11.12.82, D.R.",0.0,161,6,8,102,130,8,0.33727434277534485
none,"9013/80, Dec. 11.12.82, D.R.",0.0,162,6,8,257,285,8,0.33727434277534485
none,"9118/80, Dec.
9.3.83, D.R.",0.0,1198,8,10,383,410,8,0.3502131998538971
none,"9248/81, Dec. 10.10.83, D.R.",0.0,164,2,4,191,219,8,0.34528201818466187
none,"9248/81, Dec. 10.10.83, D.R.",0.0,1198,6,10,336,364,8,0.34528201818466187
none,A certain margin of appreciation in deciding what measures to take both in general and in particular cases should be left to the national authorities.,0.0,1656,0,1,0,150,25,0.5467836260795593
none,A complaint to the Commission must.,0.0,1258,0,3,0,35,6,0.3373715579509735
none,"A journalist's good intentions are not enough in such a situation, especially in a case in which he has himself provoked the racist statements.",0.0,728,0,1,0,143,24,0.5339325070381165
none,"A week later, when his.",0.0,1450,0,3,0,23,5,0.30930429697036743
none,A wider sentencing regime is not.,0.0,1079,0,4,0,33,6,0.420500248670578
none,"According to the Court's case-law, it is possible for a higher tribunal, in certain circumstances, to make reparation for an initial violation of the Convention",0.0,1515,0,1,0,160,26,0.4934537708759308
none,"According to the Government, on the other hand, it was apparent from the trial evidence",0.0,1631,0,1,0,87,15,0.39644044637680054
none,"According to the applicant, the order has a chilling effect.",0.0,1176,0,4,0,60,10,0.5230466723442078
none,According to this incident report an intense clash had taken place which lasted for twenty minutes.,0.0,772,0,1,0,99,16,0.4519144594669342
none,Administrative Board occurred on 13 November 1993.,0.0,105,4,5,277,327,7,0.41394907236099243
none,Administrative Court of Appeal examined the first applicant's criticism.,0.0,1315,2,5,75,147,9,0.44352641701698303
none,Administrative Court ordered the second applicant's placement in public.,0.0,1272,3,5,150,222,9,0.39170360565185547
none,Administrative Court the other applicants gave reason to believe that.,0.0,1292,1,4,29,99,10,0.37967193126678467
none,"Admittedly, the Prosecutor-General had not been in a position at the time to ascertain whether there was criminal intent.",0.0,889,0,1,0,121,20,0.4408024549484253
none,"Admittedly, the Road Traffic Act 1960 was not one of the four laws designated in the reservation.",0.0,1736,0,1,0,97,17,0.3827829957008362
none,"Admittedly, the Road Traffic Act 1960 was not one of the four laws designated in the reservation.",0.0,845,0,1,0,97,17,0.3827829957008362
none,"Admittedly, the Road Traffic Act 1960 was not one of the four laws designated in the reservation.",0.0,489,0,1,0,97,17,0.3827829957008362
none,"Admittedly, the item did not explicitly recall the immorality, dangers and unlawfulness of the promotion of racial hatred and of ideas of superiority of one race.",0.0,722,0,1,0,162,26,0.4347113072872162
none,"Advocate was considered and found acceptable by the Divisional Court,
and submit that the prosecuting officer did all that was possible to.",0.0,1076,2,4,72,212,22,0.3525613248348236
none,After the Convention entered into.,0.0,1428,0,5,0,34,5,0.34364598989486694
none,"Against this background the Court concludes that the applicant's sentence, after the expiration of his tariff, is more comparable to a discretionary life sentence.",0.0,621,0,1,0,163,24,0.4949129819869995
none,All communication was via a sound link.,0.0,981,0,1,0,39,7,0.645280122756958
none,"Although such conduct contributed to prolonging the proceedings, it is not in itself sufficient to explain the length of the extensive proceedings.",0.0,479,0,1,0,147,22,0.4807845652103424
none,"Although there is authority for the proposition that, if a violation of the principle of impartiality is found, it is not necessary to examine other complaints under Article 6 of the Convention",0.0,1579,0,1,0,193,32,0.5347973704338074
none,"Although these were undoubtedly the core of the evidence, there were also statements by identified witnesses, there was some technical evidence and there was the recording of the telephone conversation.",0.0,1035,0,1,0,202,30,0.4926302134990692
none,An applicant does not need.,0.0,118,0,4,0,27,5,0.4280686676502228
none,An applicant does not need.,0.0,1197,0,4,0,27,5,0.4280686676502228
none,Another key group in guaranteeing effective investigation and protection is the medical profession.,0.0,80,0,1,0,99,13,0.7696059942245483
none,"Any purported remedy is illusory, inadequate.",0.0,126,0,6,0,45,6,0.6690188646316528
none,Artistic impressions are often conveyed through images and situations which may shock or disturb the feelings of a person of average sensitivity.,0.0,1882,0,1,0,145,22,0.5206643342971802
none,"As a court of appeal, the Supreme Court did not have full competence to deal de novo with the case, but could only review the first instance judgment for possible legal or manifest factual errors.",0.0,1519,0,1,0,196,35,0.5521012544631958
none,"As a general rule, however, it is for the.",0.0,1347,0,4,0,42,9,0.3453015983104706
none,"As a result, the applicant contends that she has nowhere she can legally or safely go.",0.0,155,0,1,0,86,16,0.4716082215309143
none,"As a result, the applicant remained at the.",0.0,1449,0,3,0,43,8,0.32970601320266724
none,As for the question.,0.0,1327,0,7,0,20,4,0.3656904995441437
none,"As in Thynne, Wilson and Gunnell (p. 30, para.",0.0,942,0,6,0,46,9,0.3366518020629883
none,"As regards the Inquest proceedings, the Government submit that.",0.0,1210,0,3,0,63,9,0.31529244780540466
none,As regards the denial of access by the applicant to his solicitor.,0.0,1229,0,3,0,66,12,0.36874115467071533
none,"As regards the first set of proceedings, the period to be taken into consideration began on 3 January 1990 and ended on 22 May 1999.",0.0,467,0,1,0,132,25,0.4588373899459839
none,As regards the refusal of permission to the applicant's solicitor.,0.0,1235,0,2,0,66,10,0.39560770988464355
none,"As she disclosed in her evidence to the High Court, she had visited the USA and had contacts with her brothers there (see paragraph 19 above).",0.0,1613,0,1,0,142,26,0.4536789655685425
none,"As the Administrative Court lacks that power, it cannot be regarded as a ""tribunal"" within the meaning of the Convention.",0.0,1758,0,1,0,121,21,0.4228804409503937
none,"As the Administrative Court lacks that power, it cannot be regarded as a ""tribunal"" within the meaning of the Convention.",0.0,1806,0,1,0,121,21,0.4228804409503937
none,"As the Administrative Court lacks that power, it cannot be regarded as a ""tribunal"" within the meaning of the Convention.",0.0,871,0,1,0,121,21,0.4228804409503937
none,"As the Administrative Court lacks that power, it cannot be regarded as a ""tribunal"" within the meaning of the Convention.",0.0,516,0,1,0,121,21,0.4228804409503937
none,"As the observations filed by the intervenors (see paragraph 5 above) show, blasphemy legislation is still in force in various European countries.",0.0,1887,0,1,0,145,22,0.5019791722297668
none,"As to the present case, the terrorist campaign in Northern Ireland, the carnage it has caused over the years and the active engagement of the Provisional IRA in that campaign are established beyond doubt.",0.0,1601,0,1,0,204,34,0.48955008387565613
none,"At no time, however, did the applicant rely on Article 10 of the Convention (art.",0.0,1926,0,2,0,81,15,0.32315948605537415
none,"At the hearing the Government's representative also identified three other kinds of more specific ""objective evidence"", namely the conviction of the first applicant's brothers, her contacts with them and her visits to America.",0.0,1723,0,1,0,226,33,0.4785878360271454
none,Austrian criminal courts on the one hand and Austrian administrative.,0.0,1400,3,5,149,218,10,0.32274848222732544
none,Austrian reservations to Articles 5 and 6 (Art.,0.0,1405,2,10,132,179,8,0.29216915369033813
none,"But judges also are human, and may, in a human way, quite unwittingly identify offence to self with obstruction to law.",0.0,1502,0,1,0,119,21,0.5235583186149597
none,But there is one important distinction to be made.,0.0,1936,0,2,0,50,9,0.5100529789924622
none,By then they have formed new social ties there and have definitively begun to adapt themselves to their new homeland.,0.0,580,0,1,0,117,20,0.5345085263252258
none,Certainly the Convention enforcement bodies may not create by way of interpretation of Article 6 para.,0.0,461,0,3,0,102,16,0.33264532685279846
none,Commission considers that also the access restrictions now complained.,0.0,1329,4,8,191,261,9,0.30544188618659973
none,Commission is further aware that this provision has been considered by.,0.0,1325,1,5,6,77,11,0.31503716111183167
none,Consequently the applicants cannot derive from Article 13 (Art.,0.0,1133,0,2,0,63,10,0.30744653940200806
none,"Consequently, States are dispensed from answering before an international body for their acts before they have had an opportunity to put matters right through their own legal systems.",0.0,243,0,1,0,183,28,0.5715456604957581
none,"Consequently, decisions of State authorities hindering such enjoyment in principle amount to an infringement of the State's obligation to respect the family life of those concerned.",0.0,578,2,3,308,489,26,0.6339082717895508
none,"Consequently, the Commission finds that the remedy cannot realistically.",0.0,1199,0,2,0,72,10,0.4250308573246002
none,"Constitution, the Government consider that, although the provision.",0.0,1389,2,5,56,123,8,0.2629505693912506
none,"Constitution, the Government consider that, although the provision.",0.0,1169,2,8,56,123,8,0.2629505693912506
none,Constitutional Court's jurisdiction has been limited subsequ.,0.0,1391,1,4,51,112,7,0.3942905366420746
none,Contracting States should enjoy a wide margin of appreciation to consider all the public-policy options.,0.0,646,0,3,0,104,16,0.6373559832572937
none,Convention and questions concerning the competence of the Commission.,0.0,1405,6,10,264,333,9,0.3056105971336365
none,Convention imposes an obligation on the Contracting States not to.,0.0,1357,3,6,68,134,10,0.45488134026527405
none,Convention in respect of Bulgaria.,0.0,1427,3,4,200,234,5,0.34138333797454834
none,Corporal D. did not have a precise recollection as to the content of the questions put to Mrs Murray.,0.0,1637,0,1,0,101,19,0.35192030668258667
none,"Court H.R.,
Kruslin judgment of 24 April 1990, Series A no.",0.0,1326,1,4,17,77,12,0.35347995162010193
none,"Court H.R., Cardot.",0.0,1257,1,5,12,31,4,0.3227938115596771
none,"Court H.R., Castells judgment of 23 April 1992, Series A no.",0.0,50,1,4,241,301,12,0.3521600365638733
none,"Court H.R., De Jong,
Baljet and Van den Brink judgment of 22 May 1984, Series A no.",0.0,99,2,7,10,94,18,0.31411057710647583
none,"Court H.R., De Jong,
Baljet and Van den Brink judgment of 22 May 1984, Series A no.",0.0,119,2,7,10,94,18,0.31411057710647583
none,"Court H.R., Guzzardi judgment of 6 November 1980, Series A no.",0.0,51,2,5,241,303,12,0.34959959983825684
none,"Court H.R., Klaas judgment of 22 September 1993,
Series A no.",0.0,1256,1,5,6,68,12,0.37203752994537354
none,"Court H.R., Marckx.",0.0,1278,4,8,191,210,4,0.31703490018844604
none,"Court H.R., Olsson judgment of 24 March 1988, Series A no.",0.0,1286,2,6,11,69,12,0.36754199862480164
none,"Court H.R., Unterpertinger.",0.0,1255,2,6,16,43,4,0.35873329639434814
none,"Court H.R., Vernillo judgment of 20 February 1991, Series A no.",0.0,1307,1,4,13,76,12,0.34824806451797485
none,Court was decided upon in May 1993 following an oral hearing.,0.0,1303,1,2,54,115,11,0.4361337125301361
none,"Despite the distance, in geographical terms, between them, the applicant has made a number of visits to Turkey, the last of these being in July and August 1995 (see paragraph 19 above).",0.0,547,0,1,0,185,32,0.42136287689208984
none,"Elements of the latter kind, he claimed, had been provided which should be capable of so satisfying an objective observer.",0.0,1719,0,1,0,122,20,0.46368810534477234
none,"England and Wales and that in Northern Ireland, based as it was solely.",0.0,1231,1,4,57,128,13,0.42574840784072876
none,"English translation by W. and E. Muir from the German original Der Prozess - Penguin reprint 1953, p. 18.",0.0,1715,0,1,0,105,18,0.376274436712265
none,Ersin has always lived in Turkey (see paragraph 19 above).,0.0,563,0,1,0,58,10,0.3620069921016693
none,"Even though the Inspectors' role may in theory have been investigative, the manner in which they performed their functions in the present case was in fact determinative.",0.0,454,0,1,0,169,27,0.5329306721687317
none,Even though they own the fourth applicant company no evidence of any criticism of the company or any prejudice to its reputation has been put forward.,0.0,1082,0,1,0,150,26,0.7414392828941345
none,"February 1980, Series A no.",0.0,1213,4,9,47,74,5,0.264024943113327
none,"Finally, the applicants claimed that their conviction had been based ""to a decisive extent"" on the evidence given by anonymous witnesses.",0.0,968,0,1,0,137,21,0.4907347559928894
none,"For present purposes it may, therefore, be assumed that it makes no material difference whether a positive or a negative obligation is at stake.",0.0,596,0,1,0,144,24,0.7390273213386536
none,"For the Commission, the Government's explanation in the present case was not materially distinguishable from that provided in the case of Fox, Campbell and Hartley.",0.0,1589,1,2,242,406,25,0.4340008795261383
none,"For these reasons the Court, like the Commission, considers that the convening officer was central to Mr Findlay's prosecution and closely linked to the prosecuting authorities.",0.0,217,0,1,0,177,26,0.42327070236206055
none,"For this condition to be fulfilled, it is not sufficient for the applicant merely to have presented his case to the various courts competent to deal with it.",0.0,15,0,1,0,157,28,0.48459088802337646
none,"For this condition to be fulfilled, it is not sufficient for the applicant merely to have presented his case to the various courts competent to deal with it.",0.0,22,0,1,0,157,28,0.48459088802337646
none,From the wording of the Doorson judgment it is clear that in that case the Court recognised this primary responsibility of the national court.,0.0,1039,0,1,0,142,24,0.4123227298259735
none,From these principles it follows that an offence must be clearly defined in the law.,0.0,341,0,1,0,84,15,0.48916587233543396
none,"Further, the Commission finds that the applicants' choice of.",0.0,1200,0,3,0,61,9,0.3296867609024048
none,"Further, the designation system which discriminates against gypsies prevents her moving onto unoccupied land or stationing her caravans near the highway.",0.0,158,0,1,0,153,21,0.5013834238052368
none,"Further, they were unable to take.",0.0,1195,0,3,0,34,6,0.2996426224708557
none,"Furthermore, according to the ballistic report 251 bullet cases had been recovered from the place of the incident.",0.0,773,0,1,0,114,18,0.494190514087677
none,"Furthermore, an examination of the case does not disclose the existence.",0.0,1341,0,5,0,72,11,0.4184185862541199
none,"Furthermore, an examination of the.",0.0,1274,0,3,0,35,5,0.31171709299087524
none,"Furthermore, an examination of the.",0.0,1300,0,3,0,35,5,0.31171709299087524
none,"Furthermore, following the applicant's persistence and a second short break, the court reaffirmed its view by stating that:",0.0,1545,0,1,0,123,18,0.46808210015296936
none,"Furthermore, having viewed the film for itself, the Court is satisfied that the decisions by the national authorities cannot be said to be arbitrary or excessive.",0.0,1847,0,1,0,162,27,0.41488564014434814
none,"Furthermore, in the applicant's case, the Court of Appeal and the House of Lords acknowledged that they were changing the law, not merely clarifying it.",0.0,180,0,1,0,152,25,0.4932810068130493
none,"Furthermore, it must be borne in mind that the item was broadcast as part of a serious Danish news programme and was intended for a well-informed audience (see paragraph 9 above).",0.0,717,0,1,0,179,32,0.4717070162296295
